"","title","author","subject","abstract","date"
"120","Causal Discovery under Off-Target Interventions","Davin Choo, Kirankumar Shiragur, Caroline Uhler","Machine Learning (cs.LG)","Causal graph discovery is a significant problem with applications across various disciplines. However, with observational data alone, the underlying causal graph can only be recovered up to its Markov equivalence class, and further assumptions or interventions are necessary to narrow down the true graph. This work addresses the causal discovery problem under the setting of stochastic interventions with the natural goal of minimizing the number of interventions performed. We propose the following stochastic intervention model which subsumes existing adaptive noiseless interventions in the literature while capturing scenarios such as fathand interventions and CRISPR gene knockouts any intervention attempt results in an actual intervention on a random subset of vertices, drawn from a distribution dependent on attempted action. Under this model, we study the two fundamental problems in causal discovery of verification and search and provide approximation algorithms with polylogarithmic competitive ratios and provide some preliminary experimental results.","Tue, 13 Feb 2024 05:43:49 UTC (4,983 KB)"
"121","An Improved Approximation Algorithm for Metric Triangle Packing","Jingyang Zhao, Mingyu Xiao","Data Structures and Algorithms (cs.DS)","Given an edgeweighted metric complete graph with n vertices, the maximum weight metric triangle packing problem is to find a set of n3 vertexdisjoint triangles with the total weight of all triangles in the packing maximized. Several simple methods can lead to a 23approximation ratio. However, this barrier is not easy to break. Chen et al. proposed a randomized approximation algorithm with an expected ratio of 0.66768varepsilon for any constant varepsilon0. In this paper, we improve the approximation ratio to 0.66835varepsilon. Furthermore, we can derandomize our algorithm.","Tue, 13 Feb 2024 05:05:28 UTC (19 KB)"
"122","Detecting Low-Degree Truncation","Anindya De, Huan Li, Shivam Nadimpalli, Rocco A. Servedio","Computational Complexity (cs.CC)","We consider the following basic, and very broad, statistical problem Given a known highdimensional distribution cal D over mathbbRn and a collection of data points in mathbbRn, distinguish between the two possibilities that i the data was drawn from cal D, versus ii the data was drawn from cal DS, i.e. from cal D subject to truncation by an unknown truncation set S subseteq mathbbRn. We study this problem in the setting where cal D is a highdimensional i.i.d. product distribution and S is an unknown degreed polynomial threshold function one of the most wellstudied types of Booleanvalued function over mathbbRn. Our main results are an efficient algorithm when cal D is a hypercontractive distribution, and a matching lower bound bullet For any constant d, we give a polynomialtime algorithm which successfully distinguishes cal D from cal DS using Ond2 samples subject to mild technical conditions on cal D and S bullet Even for the simplest case of cal D being the uniform distribution over 1, 1n, we show that for any constant d, any distinguishing algorithm for degreed polynomial threshold functions must use Omegand2 samples.","Mon, 12 Feb 2024 23:59:59 UTC (208 KB)"
"123","Grounding Data Science Code Generation with Input-Output Specifications","Yeming Wen, Pengcheng Yin, Kensen Shi, Henryk Michalewski, Swarat Chaudhuri, Alex Polozov","Machine Learning (cs.LG)","Large language models LLMs have recently demonstrated a remarkable ability to generate code from natural language NL prompts. However, in the real world, NL is often too ambiguous to capture the true intent behind programming problems, requiring additional inputoutput IO specifications. Unfortunately, LLMs can have difficulty aligning their outputs with both the NL prompt and the IO specification. In this paper, we give a way to mitigate this issue in the context of data science programming, where tasks require explicit IO specifications for clarity. Specifically, we propose GIFT4Code, a novel approach for the instruction finetuning of LLMs with respect to IO specifications. Our method leverages synthetic data produced by the LLM itself and utilizes executionderived feedback as a key learning signal. This feedback, in the form of program IO specifications, is provided to the LLM to facilitate instruction finetuning. We evaluated our approach on two challenging data science benchmarks, Arcade and DS1000. The results demonstrate a significant improvement in the LLMs ability to generate code that is not only executable but also accurately aligned with user specifications, substantially improving the quality of code generation for complex data science tasks.","Mon, 12 Feb 2024 21:32:49 UTC (511 KB)"
"124","The Blocklace: A Universal, Byzantine Fault-Tolerant, Conflict-free Replicated Data Type","Paulo Sérgio Almeida, Ehud Shapiro","Distributed, Parallel, and Cluster Computing (cs.DC)","Conflictfree Replicated Data Types CRDTs are designed for replica convergence without global coordination or consensus. Recent work has achieves the same in a Byzantine environment, through DAGlike structures based on cryptographic hashes of content. The blocklace is a partiallyordered generalization of the blockchain in which each block has any finite number of signed hash pointers to preceding blocks. We show that the blocklace datatype, with the sole operation of adding a single block, is a CRDT it is both a pure operationbased CRDT, with selftagging and a deltastate CRDT, under a slight generalization of the delta framework. Allowing arbitrary values as payload, the blocklace can also be seen as a universal Byzantine faulttolerant implementation for arbitrary CRDTs, under the operationbased approach. Current approaches only care about CRDT convergence, being equivocationtolerant they do not detect or prevent equivocations, allowing a Byzantine node to cause an arbitrary amount of harm by polluting the CRDT state with an infinite number of equivocations. We show that a blocklace can be used not only in an equivocationtolerant way, but also so as to detect and eventually exclude Byzantine behavior, namely equivocations, even under the presence of collusion. The blocklace CRDT protocol ensures that the Byzantine nodes may harm only a finite prefix of the computation.","Mon, 12 Feb 2024 21:27:32 UTC (957 KB)[v2] Wed, 14 Feb 2024 14:32:34 UTC (957 KB)"
"125","Tight Algorithm for Connected Odd Cycle Transversal Parameterized by Clique-width","Narek Bojikian, Stefan Kratsch","Data Structures and Algorithms (cs.DS)","Recently, Bojikian and Kratsch 2023 have presented a novel approach to tackle connectivity problems parameterized by cliquewidth operatornamecw, based on counting small representations of partial solutions modulo two. Using this technique, they were able to get a tight bound for the Steiner Tree problem, answering an open question posed by Hegerfeld and Kratsch ESA, 2023. We use the same technique to solve the Connected Odd Cycle Transversal problem in time mathcalO12operatornamecw. We define a new representation of partial solutions by separating the connectivity requirement from the 2colorability requirement of this problem. Moreover, we prove that our result is tight by providing SETHbased lower bound excluding algorithms with running time mathcalO12epsilonoperatornamelcw even when parameterized by linear cliquewidth. This answers the second question posed by Hegerfeld and Kratsch in the same paper.","Mon, 12 Feb 2024 20:26:19 UTC (70 KB)"
"126","Online Differentially Private Synthetic Data Generation","Yiyun He, Roman Vershynin, Yizhe Zhu","Statistics Theory (math.ST)","We present a polynomialtime algorithm for online differentially private synthetic data generation. For a data stream within the hypercube 0,1d and an infinite time horizon, we develop an online algorithm that generates a differentially private synthetic dataset at each time t. This algorithm achieves a nearoptimal accuracy bound of Ot1dlogt for dgeq 2 and Ot1log4.5t for d1 in the 1Wasserstein distance. This result generalizes the previous work on the continual release model for counting queries to include Lipschitz queries. Compared to the offline case, where the entire dataset is available at once, our approach requires only an extra polylog factor in the accuracy bound.","Mon, 12 Feb 2024 19:21:14 UTC (35 KB)"
"127","Educational data mining and learning analytics: An updated survey","C. Romero, S. Ventura","Human-Computer Interaction (cs.HC)","This survey is an updated and improved version of the previous one published in 2013 in this journal with the title data mining in education. It reviews in a comprehensible and very general way how Educational Data Mining and Learning Analytics have been applied over educational data. In the last decade, this research area has evolved enormously and a wide range of related terms are now used in the bibliography such as Academic Analytics, Institutional Analytics, Teaching Analytics, DataDriven Education, DataDriven DecisionMaking in Education, Big Data in Education, and Educational Data Science. This paper provides the current state of the art by reviewing the main publications, the key milestones, the knowledge discovery cycle, the main educational environments, the specific tools, the free available datasets, the most used methods, the main objectives, and the future trends in this research area.","Sat, 10 Feb 2024 18:48:45 UTC (1,171 KB)"
"128","Factorizing the Brauer monoid in polynomial time","Daniele Marchei, Emanuela Merelli, Andrew Francis","Rings and Algebras (math.RA)","Finding a minimal factorization for a generic semigroup can be done by using the FroidurePin Algorithm, which is not feasible for semigroups of large sizes. On the other hand, if we restrict our attention to just a particular semigroup, we could leverage its structure to obtain a much faster algorithm. In particular, mathcalON2 algorithms are known for factorizing the Symmetric group SN and the TemperleyLieb monoid mathcalTmathcalLN, but none for their superset the Brauer monoid mathcalBN. In this paper we hence propose a mathcalON4 factorization algorithm for mathcalBN. At each iteration, the algorithm rewrites the input X in mathcalBN as X  X circ pi such that ellX  ellX  1, where pi is a factor for X and ell is a length function that returns the minimal number of factors needed to generate X.","Mon, 12 Feb 2024 18:40:43 UTC (996 KB)[v2] Tue, 13 Feb 2024 10:07:54 UTC (996 KB)"
"129","An approximation algorithm for Maximum DiCut vs. Cut","Tamio-Vesa Nakajima, Stanislav Živný","Data Structures and Algorithms (cs.DS)","Goemans and Williamson designed a 0.878approximation algorithm for MaxCut in undirected graphs JACM95. Khot, Kindler, Mosel, and ODonnel showed that the approximation ratio of the GoemansWilliamson algorithm is optimal assuming Khots Unique Games Conjecture SICOMP07. In the problem of maximum cuts in directed graphs MaxDiCut, in which we seek as many edges going from one particular side of the cut to the other, the situation is more complicated but the recent work of Brakensiek, Huang, Potechin, and Zwick showed that their 0.874approximation algorithm is tight under the Unique Games Conjecture up to a small deltaFOCS23. We consider a promise version of the problem and design an SDPbased algorithm which, if given a directed graph G that has a directed cut of value rho, finds an undirected cut in G ignoring edge directions with value at least rho.","Mon, 12 Feb 2024 18:17:01 UTC (16 KB)"
"130","On Computationally Efficient Multi-Class Calibration","Parikshit Gopalan, Lunjia Hu, Guy N. Rothblum","Machine Learning (cs.LG)","Consider a multiclass labelling problem, where the labels can take values in k, and a predictor predicts a distribution over the labels. In this work, we study the following foundational question Are there notions of multiclass calibration that give strong guarantees of meaningful predictions and can be achieved in time and sample complexities polynomial in k? Prior notions of calibration exhibit a tradeoff between computational efficiency and expressivity they either suffer from having sample complexity exponential in k, or needing to solve computationally intractable problems, or give rather weak guarantees. Our main contribution is a notion of calibration that achieves all these desiderata we formulate a robust notion of projected smooth calibration for multiclass predictions, and give new recalibration algorithms for efficiently calibrating predictors under this definition with complexity polynomial in k. Projected smooth calibration gives strong guarantees for all downstream decision makers who want to use the predictor for binary classification problems of the form does the label belong to a subset T subseteq k e.g. is this an image of an animal? It ensures that the probabilities predicted by summing the probabilities assigned to labels in T are close to some perfectly calibrated binary predictor for that task. We also show that natural strengthenings of our definition are computationally hard to achieve they run into information theoretic barriers or computational intractability. Underlying both our upper and lower bounds is a tight connection that we prove between multiclass calibration and the wellstudied problem of agnostic learning in the standard binary prediction setting.","Mon, 12 Feb 2024 17:25:23 UTC (57 KB)"
"131","Quantum walks, the discrete wave equation and Chebyshev polynomials","Simon Apers, Laurent Miclo","Quantum Physics (quant-ph)","A quantum walk is the quantum analogue of a random walk. While it is relatively well understood how quantum walks can speed up random walk hitting times, it is a longstanding open question to what extent quantum walks can speed up the spreading or mixing rate of random walks on graphs. In this expository paper, inspired by a blog post by Terence Tao, we describe a particular perspective on this question that derives quantum walks from the discrete wave equation on graphs. This yields a description of the quantum walk dynamics as simply applying a Chebyshev polynomial to the random walk transition matrix. This perspective decouples the problem from its quantum origin, and highlights connections to earlier nonquantum work and the use of Chebyshev polynomials in random walk theory as in the VaropoulosCarne bound. We illustrate the approach by proving a weak limit of the quantum walk dynamics on the lattice. This gives a different proof of the quadratically improved spreading behavior of quantum walks on lattices.","Mon, 12 Feb 2024 17:15:19 UTC (44 KB)"
"132","Insights into $(k,ρ)$-shortcutting algorithms","Alexander Leonhardt, Ulrich Meyer, Manuel Penschuck","Data Structures and Algorithms (cs.DS)","A graph is called a k,rhograph iff every node can reach rho of its nearest neighbors in at most k hops. This property proved useful in the analysis and design of parallel shortestpath algorithms. Any graph can be transformed into a k,rhograph by adding shortcuts. Formally, the k,rhoMinimumShortcut problem asks to find an appropriate shortcut set of minimal cardinality. We show that the k,rhoMinimumShortcut problem is NPcomplete in the practical regime of k ge 3 and rho  Thetanepsilon for epsilon  0. With a related construction, we bound the approximation factor of known k,rhoMinimumShortcut problem heuristics from below and propose algorithmic countermeasures improving the approximation quality. Further, we describe an integer linear problem ILP solving the k,rhoMinimumShortcut problem optimally. Finally, we compare the practical performance and quality of all algorithms in an empirical campaign.","Mon, 12 Feb 2024 16:33:23 UTC (1,214 KB)"
"133","Engineering Weighted Connectivity Augmentation Algorithms","Marcelo Fonseca Faraj, Ernestine Großmann, Felix Joos, Thomas Möller, Christian Schulz","Data Structures and Algorithms (cs.DS)","Increasing the connectivity of a graph is a pivotal challenge in robust network design. The weighted connectivity augmentation problem is a common version of the problem that takes link costs into consideration. The problem is then to find a minimum cost subset of a given set of weighted links that increases the connectivity of a graph by one when the links are added to the edge set of the input instance. In this work, we give a first implementation of recently discovered betterthan2 approximations. Furthermore, we propose three new heuristic and one exact approach. These include a greedy algorithm considering link costs and the number of unique cuts covered, an approach based on minimum spanning trees and a local search algorithm that may improve a given solution by swapping links of paths. Our exact approach uses an ILP formulation with efficient cut enumeration as well as a fast initialization routine. We then perform an extensive experimental evaluation which shows that our algorithms are faster and yield the best solutions compared to the current stateoftheart as well as the recently discovered betterthan2 approximation algorithms. Our novel local search algorithm can improve solution quality even further.","Mon, 12 Feb 2024 16:23:23 UTC (843 KB)"
"134","Pattern Matching with Mismatches and Wildcards","Gabriel Bathie, Panagiotis Charalampopoulos, Tatiana Starikovskaya","Data Structures and Algorithms (cs.DS)","In this work, we address the problem of approximate pattern matching with wildcards. Given a pattern P of length m containing D wildcards, a text T of length n, and an integer k, our objective is to identify all fragments of T within Hamming distance k from P. Our primary contribution is an algorithm with runtime OnDkGkcdot nm for this problem. Here, G le D represents the number of maximal wildcard fragments in P. We derive this algorithm by elaborating in a nontrivial way on the ideas presented by Charalampopoulos et al., FOCS20 for pattern matching with mismatches without wildcards. Our algorithm improves over the state of the art when D, G, and k are small relative to n. For instance, if m  n2, kGn25, and Dn35, our algorithm operates in On time, surpassing the Omegan65 time requirement of all previously known algorithms. In the case of exact pattern matching with wildcards k0, we present a much simpler algorithm with runtime OnDGcdot nm that clearly illustrates our main technical innovation the utilisation of positions of P that do not belong to any fragment of P with a density of wildcards much larger than Dm as anchors for the sought approximate occurrences. Notably, our algorithm outperforms the bestknown Onlog mtime FFTbased algorithms of Cole and Hariharan, STOC02 and Clifford and Clifford, IPL04 if DG  omlog m. We complement our algorithmic results with a structural characterization of the kmismatch occurrences of P. We demonstrate that in a text of length Om, these occurrences can be partitioned into ODkGk arithmetic progressions. Additionally, we construct an infinite family of examples with OmegaDkk arithmetic progressions of occurrences, leveraging a combinatorial result on progressionfree sets Elkin, SODA10.","Mon, 12 Feb 2024 15:42:50 UTC (236 KB)"
"135","Local Centrality Minimization with Quality Guarantees","Atsushi Miyauchi, Lorenzo Severini, Francesco Bonchi","Social and Information Networks (cs.SI)","Centrality measures, quantifying the importance of vertices or edges, play a fundamental role in network analysis. To date, triggered by some positive approximability results, a large body of work has been devoted to studying centrality maximization, where the goal is to maximize the centrality score of a target vertex by manipulating the structure of a given network. On the other hand, due to the lack of such results, only very little attention has been paid to centrality minimization, despite its practical usefulness. In this study, we introduce a novel optimization model for local centrality minimization, where the manipulation is allowed only around the target vertex. We prove the NPhardness of our model and that the most intuitive greedy algorithm has a quite limited performance in terms of approximation ratio. Then we design two effective approximation algorithms The first algorithm is a highlyscalable algorithm that has an approximation ratio unachievable by the greedy algorithm, while the second algorithm is a bicriteria approximation algorithm that solves a continuous relaxation based on the Lovsz extension, using a projected subgradient method. To the best of our knowledge, ours are the first polynomialtime algorithms with provable approximation guarantees for centrality minimization. Experiments using a variety of realworld networks demonstrate the effectiveness of our proposed algorithms Our first algorithm is applicable to millionscale graphs and obtains much better solutions than those of scalable baselines, while our second algorithm is rather strong against adversarial instances.","Mon, 12 Feb 2024 15:32:48 UTC (336 KB)"
"136","Approximating the Maximum Independent Set of Convex Polygons with a Bounded Number of Directions","Fabrizio Grandoni, Edin Husić, Mathieu Mari, Antoine Tinguely","Computational Geometry (cs.CG)","In the maximum independent set of convex polygons problem, we are given a set of n convex polygons in the plane with the objective of selecting a maximum cardinality subset of nonoverlapping polygons. Here we study a special case of the problem where the edges of the polygons can take at most d fixed directions. We present an 8d3approximation algorithm for this problem running in time OndOd4d. The previousbest polynomialtime approximation for constant d was a classical nvarepsilon approximation by Fox and Pach SODA11 that has recently been improved to a OPTvarepsilonapproximation algorithm by Cslovjecsek, Pilipczuk and Wgrzycki SODA 24, which also extends to an arbitrary set of convex polygons. Our result builds on, and generalizes the recent constant factor approximation algorithms for the maximum independent set of axisparallel rectangles problem which is a special case of our problem with d2 by Mitchell FOCS21 and Glvez, Khan, Mari, Mmke, Reddy, and Wiese SODA22.","Mon, 12 Feb 2024 14:20:15 UTC (2,034 KB)"
"137","Riemannian trust-region methods for strict saddle functions with complexity guarantees","Florentin Goyens, Clément W. Royer","Optimization and Control (math.OC)","The difficulty of minimizing a nonconvex function is in part explained by the presence of saddle points. This slows down optimization algorithms and impacts worstcase complexity guarantees. However, many nonconvex problems of interest possess a favorable structure for optimization, in the sense that saddle points can be escaped efficiently by appropriate algorithms. This strict saddle property has been extensively used in data science to derive good properties for firstorder algorithms, such as convergence to secondorder critical points. However, the analysis and the design of secondorder algorithms in the strict saddle setting have received significantly less attention. In this paper, we consider secondorder trustregion methods for a class of strict saddle functions defined on Riemannian manifolds. These functions exhibit geodesic strong convexity around minimizers and negative curvature at saddle points. We show that the standard trustregion method with exact subproblem minimization finds an approximate local minimizer in a number of iterations that depends logarithmically on the accuracy parameter, which significantly improves known results for general nonconvex optimization. We also propose an inexact variant of the algorithm that explicitly leverages the strict saddle property to compute the most appropriate step at every iteration. Our bounds for the inexact variant also improve over the general nonconvex case, and illustrate the benefit of using strict saddle properties within optimization algorithms. Keywords Riemannian optimization, strict saddle function, secondorder method, complexity guarantees.","Mon, 12 Feb 2024 12:42:48 UTC (39 KB)[v2] Wed, 21 Feb 2024 14:54:02 UTC (39 KB)"
"138","De Casteljau's Algorithm in Geometric Data Analysis: Theory and Application","Martin Hanik, Esfandiar Nava-Yazdani, Christoph von Tycowicz","Differential Geometry (math.DG)","For decades, de Casteljaus algorithm has been used as a fundamental building block in curve and surface design and has found a wide range of applications in fields such as scientific computing, and discrete geometry to name but a few. With increasing interest in nonlinear data science, its constructive approach has been shown to provide a principled way to generalize parametric smooth curves to manifolds. These curves have found remarkable new applications in the analysis of parameterdependent, geometric data. This article provides a survey of the recent theoretical developments in this exciting area as well as its applications in fields such as geometric morphometrics and longitudinal data analysis in medicine, archaeology, and meteorology.","Mon, 12 Feb 2024 10:33:08 UTC (6,910 KB)"
"139","Accelerating Distributed Deep Learning using Lossless Homomorphic Compression","Haoyu Li, Yuchen Xu, Jiayi Chen, Rohit Dwivedula, Wenfei Wu, Keqiang He, Aditya Akella, Daehyeok Kim","Distributed, Parallel, and Cluster Computing (cs.DC)","As deep neural networks DNNs grow in complexity and size, the resultant increase in communication overhead during distributed training has become a significant bottleneck, challenging the scalability of distributed training systems. Existing solutions, while aiming to mitigate this bottleneck through workerlevel compression and innetwork aggregation, fall short due to their inability to efficiently reconcile the tradeoffs between compression effectiveness and computational overhead, hindering overall performance and scalability. In this paper, we introduce a novel compression algorithm that effectively merges workerlevel compression with innetwork aggregation. Our solution is both homomorphic, allowing for efficient innetwork aggregation without CPUGPU processing, and lossless, ensuring no compromise on training accuracy. Theoretically optimal in compression and computational efficiency, our approach is empirically validated across diverse DNN models such as NCF, LSTM, VGG19, and BERTbase, showing up to a 6.33times improvement in aggregation throughput and a 3.74times increase in periteration training speed.","Mon, 12 Feb 2024 09:57:47 UTC (386 KB)"
"140","On the Distance from Calibration in Sequential Prediction","Mingda Qiao, Letian Zheng","Machine Learning (cs.LG)","We study a sequential binary prediction setting where the forecaster is evaluated in terms of the calibration distance, which is defined as the L1 distance between the predicted values and the set of predictions that are perfectly calibrated in hindsight. This is analogous to a calibration measure recently proposed by Basiok, Gopalan, Hu and Nakkiran STOC 2023 for the offline setting. The calibration distance is a natural and intuitive measure of deviation from perfect calibration, and satisfies a Lipschitz continuity property which does not hold for many popular calibration measures, such as the L1 calibration error and its variants. We prove that there is a forecasting algorithm that achieves an OsqrtT calibration distance in expectation on an adversarially chosen sequence of T binary outcomes. At the core of this upper bound is a structural result showing that the calibration distance is accurately approximated by the lower calibration distance, which is a continuous relaxation of the former. We then show that an OsqrtT lower calibration distance can be achieved via a simple minimax argument and a reduction to online learning on a Lipschitz class. On the lower bound side, an OmegaT13 calibration distance is shown to be unavoidable, even when the adversary outputs a sequence of independent random bits, and has an additional ability to early stop i.e., to stop producing random bits and output the same bit in the remaining steps. Interestingly, without this early stopping, the forecaster can achieve a much smaller calibration distance of mathrmpolylogT.","Mon, 12 Feb 2024 07:37:19 UTC (44 KB)"
"141","The I/O Complexity of Attention, or How Optimal is Flash Attention?","Barna Saha, Christopher Ye","Machine Learning (cs.LG)","Selfattention is at the heart of the popular Transformer architecture, yet suffers from quadratic time and memory complexity. The breakthrough FlashAttention algorithm revealed IO complexity as the true bottleneck in scaling Transformers. Given two levels of memory hierarchy, a fast cache e.g. GPU onchip SRAM and a slow memory e.g. GPU highbandwidth memory, the IO complexity measures the number of accesses to memory. FlashAttention computes attention using fracN2d2M IO operations where N is the dimension of the attention matrix, d the headdimension and M the cache size. However, is this IO complexity optimal? The known lower bound only rules out an IO complexity of oNd when MThetaNd, since the output that needs to be written to slow memory is OmegaNd. This leads to the main question of our work Is FlashAttention IO optimal for all values of M? We resolve the above question in its full generality by showing an IO complexity lower bound that matches the upper bound provided by FlashAttention for any values of M geq d2 within any constant factors. Further, we give a better algorithm with lower IO complexity for M  d2, and show that it is optimal as well. Moreover, our lower bounds do not rely on using combinatorial matrix multiplication for computing the attention matrix. We show even if one uses fast matrix multiplication, the above IO complexity bounds cannot be improved. We do so by introducing a new communication complexity protocol for matrix compression, and connecting communication complexity to IO complexity. To the best of our knowledge, this is the first work to establish a connection between communication complexity and IO complexity, and we believe this connection could be of independent interest and will find many more applications in proving IO complexity lower bounds in the future.","Mon, 12 Feb 2024 06:50:45 UTC (66 KB)"
"142","Fundamental Problems on Bounded-Treewidth Graphs: The Real Source of Hardness","Barış Can Esmer, Jacob Focke, Dániel Marx, Paweł Rzążewski","Computational Complexity (cs.CC)","It is known for many algorithmic problems that if a tree decomposition of width t is given in the input, then the problem can be solved with exponential dependence on t. A line of research by Lokshtanov, Marx, and Saurabh SODA 2011 produced lower bounds showing that in many cases known algorithms achieve the best possible exponential dependence on t, assuming the SETH. The main message of our paper is showing that the same lower bounds can be obtained in a more restricted setting a graph consisting of a block of t vertices connected to components of constant size already has the same hardness as a general tree decomposition of width t. Formally, a sigma,deltahub is a set Q of vertices such that every component of Q has size at most sigma and is adjacent to at most delta vertices of Q. bullet For every epsilon 0, there are sigma,delta 0 such that Independent SetVertex Cover cannot be solved in time 2epsilonpcdot n, even if a sigma,deltahub of size p is given in the input, assuming the SETH. This matches the earlier tight lower bounds parameterized by the width of the tree decomposition. Similar tight bounds are obtained for Odd Cycle Transversal, Max Cut, qColoring, and edgevertex deletions versions of qColoring. bullet For every epsilon0, there are sigma,delta 0 such that TrianglePartition cannot be solved in time 2epsilonpcdot n, even if a sigma,deltahub of size p is given in the input, assuming the Set Cover Conjecture SCC. In fact, we prove that this statement is equivalent to the SCC, thus it is unlikely that this could be proved assuming the SETH. bullet For Dominating Set, we can prove a nontight lower bound ruling out 2epsilonpcdot nO1 algorithms, assuming either the SETH or the SCC, but this does not match the 3pcdot nO1 upper bound.","Sun, 11 Feb 2024 23:48:25 UTC (205 KB)[v2] Mon, 19 Feb 2024 15:06:42 UTC (205 KB)"
"143","Improving LSH via Tensorized Random Projection","Bhisham Dev Verma, Rameshwar Pratap","Machine Learning (stat.ML)","Locality sensitive hashing LSH is a fundamental algorithmic toolkit used by data scientists for approximate nearest neighbour search problems that have been used extensively in many large scale data processing applications such as near duplicate detection, nearest neighbour search, clustering, etc. In this work, we aim to propose faster and space efficient locality sensitive hash functions for Euclidean distance and cosine similarity for tensor data. Typically, the naive approach for obtaining LSH for tensor data involves first reshaping the tensor into vectors, followed by applying existing LSH methods for vector data E2LSH and SRP. However, this approach becomes impractical for higher order tensors because the size of the reshaped vector becomes exponential in the order of the tensor. Consequently, the size of LSH parameters increases exponentially. To address this problem, we suggest two methods for LSH for Euclidean distance and cosine similarity, namely CPE2LSH, TTE2LSH, and CPSRP, TTSRP, respectively, building on CP and tensor train TT decompositions techniques. Our approaches are space efficient and can be efficiently applied to low rank CP or TT tensors. We provide a rigorous theoretical analysis of our proposal on their correctness and efficacy.","Sun, 11 Feb 2024 12:54:07 UTC (79 KB)"
"144","The $k$-Opt algorithm for the Traveling Salesman Problem has exponential running time for $k \ge 5$","Sophia Heimann, Hung P. Hoang, Stefan Hougardy","Data Structures and Algorithms (cs.DS)","The kOpt algorithm is a local search algorithm for the Traveling Salesman Problem. Starting with an initial tour, it iteratively replaces at most k edges in the tour with the same number of edges to obtain a better tour. Krentel FOCS 1989 showed that the Traveling Salesman Problem with the kOpt neighborhood is complete for the class PLS polynomial time local search and that the kOpt algorithm can have exponential running time for any pivot rule. However, his proof requires k gg 1000 and has a substantial gap. We show the two properties above for a much smaller value of k, addressing an open question by Monien, Dumrauf, and Tscheuschner ICALP 2010. In particular, we prove the PLScompleteness for k geq 17 and the exponential running time for k geq 5.","Sat, 10 Feb 2024 22:35:40 UTC (509 KB)"
"145","Quantum Speedup for Spectral Approximation of Kronecker Products","Yeqi Gao, Zhao Song, Ruizhe Zhang","Data Structures and Algorithms (cs.DS)","Given its widespread application in machine learning and optimization, the Kronecker product emerges as a pivotal linear algebra operator. However, its computational demands render it an expensive operation, leading to heightened costs in spectral approximation of it through traditional computation algorithms. Existing classical methods for spectral approximation exhibit a linear dependency on the matrix dimension denoted by n, considering matrices of size A1 in mathbbRn times d and A2 in mathbbRn times d. Our work introduces an innovative approach to efficiently address the spectral approximation of the Kronecker product A1 otimes A2 using quantum methods. By treating matrices as quantum states, our proposed method significantly reduces the time complexity of spectral approximation to Od,epsilonsqrtn.","Sat, 10 Feb 2024 19:21:29 UTC (23 KB)"
"146","Taxonomic classification with maximal exact matches in KATKA kernels and minimizer digests","Dominika Draesslerová, Omar Ahmed, Travis Gagie, Jan Holub, Ben Langmead, Giovanni Manzini, Gonzalo Navarro","Data Structures and Algorithms (cs.DS)","For taxonomic classification, we are asked to index the genomes in a phylogenetic tree such that later, given a DNA read, we can quickly choose a small subtree likely to contain the genome from which that read was drawn. Although popular classifiers such as Kraken use kmers, recent research indicates that using maximal exact matches MEMs can lead to better classifications. For example, we can build an augmented FMindex over the the genomes in the tree concatenated in lefttoright order for each MEM in a read, find the interval in the suffix array containing the starting positions of that MEMs occurrences in those genomes find the minimum and maximum values stored in that interval take the lowest common ancestor LCA of the genomes containing the characters at those positions. This solution is practical, however, only when the total size of the genomes in the tree is fairly small. In this paper we consider applying the same solution to three lossily compressed representations of the genomes concatenation a KATKA kernel, which discards characters that are not in the first or last occurrence of any kmaxtuple, for a parameter kmax a minimizer digest a KATKA kernel of a minimizer digest. With a test dataset and these three representations of it, simulated reads and various parameter settings, we checked how many reads longest MEMs occurred only in the sequences from which those reads were generated true positive reads. For some parameter settings we achieved significant compression while only slightly decreasing the truepositive rate.","Sat, 10 Feb 2024 12:20:43 UTC (334 KB)"
"147","A Scalable Algorithm for Individually Fair K-means Clustering","MohammadHossein Bateni, Vincent Cohen-Addad, Alessandro Epasto, Silvio Lattanzi","Data Structures and Algorithms (cs.DS)","We present a scalable algorithm for the individually fair p, kclustering problem introduced by Jung et al. and Mahabadi et al. Given n points P in a metric space, let deltax for xin P be the radius of the smallest ball around x containing at least n  k points. A clustering is then called individually fair if it has centers within distance deltax of x for each xin P. While good approximation algorithms are known for this problem no efficient practical algorithms with good theoretical guarantees have been presented. We design the first fast localsearch algorithm that runs in Onk2 time and obtains a bicriteria O1, 6 approximation. Then we show empirically that not only is our algorithm much faster than prior work, but it also produces lowercost solutions.","Fri, 9 Feb 2024 19:01:48 UTC (66 KB)"
